Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.000468   |
|    loss                 | 0.00546    |
|    n_updates            | 392        |
|    policy_gradient_loss | 0.000402   |
|    value_loss           | 0.00841    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 100         |
|    time_elapsed         | 5400        |
|    total_timesteps      | 6553600     |
| train/                  |             |
|    approx_kl            | 0.021021925 |
|    clip_fraction        | 0.0162      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0127     |
|    explained_variance   | 0.863       |
|    learning_rate        | 0.000468    |
|    loss                 | 0.00344     |
|    n_updates            | 396         |
|    policy_gradient_loss | 0.000642    |
|    value_loss           | 0.0104      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.9        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 101         |
|    time_elapsed         | 5451        |
|    total_timesteps      | 6619136     |
| train/                  |             |
|    approx_kl            | 0.034373164 |
|    clip_fraction        | 0.0164      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0129     |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.000467    |
|    loss                 | 0.00547     |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.00215     |
|    value_loss           | 0.00889     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 102         |
|    time_elapsed         | 5504        |
|    total_timesteps      | 6684672     |
| train/                  |             |
|    approx_kl            | 0.016665269 |
|    clip_fraction        | 0.0134      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0119     |
|    explained_variance   | 0.846       |
|    learning_rate        | 0.000467    |
|    loss                 | 0.00688     |
|    n_updates            | 404         |
|    policy_gradient_loss | 0.000529    |
|    value_loss           | 0.0111      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 103         |
|    time_elapsed         | 5557        |
|    total_timesteps      | 6750208     |
| train/                  |             |
|    approx_kl            | 0.009359411 |
|    clip_fraction        | 0.013       |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0121     |
|    explained_variance   | 0.869       |
|    learning_rate        | 0.000467    |
|    loss                 | 0.00404     |
|    n_updates            | 408         |
|    policy_gradient_loss | -7.43e-05   |
|    value_loss           | 0.00941     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.1       |
|    ep_rew_mean          | 2.24       |
| time/                   |            |
|    fps                  | 1214       |
|    iterations           | 104        |
|    time_elapsed         | 5611       |
|    total_timesteps      | 6815744    |
| train/                  |            |
|    approx_kl            | 0.01596975 |
|    clip_fraction        | 0.0119     |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0116    |
|    explained_variance   | 0.881      |
|    learning_rate        | 0.000466   |
|    loss                 | 0.00387    |
|    n_updates            | 412        |
|    policy_gradient_loss | 0.000306   |
|    value_loss           | 0.00824    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 105         |
|    time_elapsed         | 5665        |
|    total_timesteps      | 6881280     |
